universeKey,shortCode,name,status,score,grade,provenanceSelected,provenanceBacked,regionEligibility,regionEvidence,sectorEligibility,sectorEvidence,dividendEligibility,dividendEvidence
0184N0,0184N0,PLUS 은채권혼합,partial,53,C,9,9,unknown,n/a,unknown,n/a,unknown,n/a
0184V0,0184V0,UNICORN K바이오액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
0185L0,0185L0,TIME 글로벌휴머노이드로봇산업액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0186L0,0186L0,KoAct 미국로봇피지컬AI액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0186S0,0186S0,1Q 코스닥150채권혼합50액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0189B0,0189B0,TIGER 은액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0189Z0,0189Z0,DAISHIN343 금융&지주고배당,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0190C0,0190C0,RISE 현대차고정피지컬AI,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0190G0,0190G0,KODEX 반도체타겟위클리커버드콜,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0190M0,0190M0,KIWOOM 미국AI테크하이베타,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0190Y0,0190Y0,TIGER 구글밸류체인,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0191B0,0191B0,MIDAS 코스닥액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
0191M0,0191M0,마이티 5월만기자동연장특수채(AAA)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0191S0,0191S0,IBK 코스닥150,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0191W0,0191W0,HANARO 중기종합채권(A-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0192L0,0192L0,RISE SK하이닉스단일종목레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0192M0,0192M0,RISE 삼성전자단일종목레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0192S0,0192S0,SOL 코스피200채권혼합50,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0192T0,0192T0,SOL 코스닥TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0192Z0,0192Z0,TIGER 중기종합채권(A-이상)액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0193G0,0193G0,KoAct 코스피액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0193K0,0193K0,PLUS 삼성전자단일종목레버리지,partial,68,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0193L0,0193L0,PLUS 삼성전자선물단일종목인버스2X,partial,68,B,11,11,unknown,n/a,unknown,n/a,eligible,insufficient
0193M0,0193M0,BNK 27-12 특수채(AAA이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0193T0,0193T0,KODEX SK하이닉스단일종목레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0193W0,0193W0,KODEX 삼성전자단일종목레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0194M0,0194M0,ACE 삼성전자단일종목레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0194N0,0194N0,KIWOOM 삼성전자선물단일종목레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0194R0,0194R0,KIWOOM SK하이닉스선물단일종목레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0194T0,0194T0,ACE SK하이닉스단일종목레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0195R0,0195R0,TIGER 삼성전자단일종목레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0195S0,0195S0,TIGER SK하이닉스단일종목레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0197W0,0197W0,SOL SK하이닉스단일종목레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0197X0,0197X0,SOL SK하이닉스선물단일종목인버스2X,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0198A0,0198A0,KIWOOM 코스닥150커버드콜액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
0198B0,0198B0,1Q 삼성전자선물단일종목레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0198D0,0198D0,1Q SK하이닉스선물단일종목레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0199C0,0199C0,ACE 고배당주Plus커버드콜액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
0203D0,0203D0,PLUS 200위클리커버드콜채권혼합,partial,61,B,9,9,unknown,n/a,unknown,n/a,unknown,n/a
0203R0,0203R0,WON 중단기종합채권(A-이상)액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0203S0,0203S0,WON 삼성전자현대차채권혼합50,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0204D0,0204D0,KODEX 현대차로보틱스밸류체인TOP3플러스,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0204S0,0204S0,TIGER 코스닥액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0206G0,0206G0,1Q 현대차기아채권혼합50,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0207G0,0207G0,SOL 우주항공밸류체인,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0207Z0,0207Z0,KIWOOM 미국우주데이터센터인프라,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0208N0,0208N0,IBK 코스피액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
0209D0,0209D0,KODEX 전고체배터리ESS TOP2플러스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0209Z0,0209Z0,ACE 코리아AI전력TOP10,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0210A0,0210A0,ACE K반도체TOP2+,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0210E0,0210E0,PLUS 200커버드콜액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0216K0,0216K0,KIWOOM 미국우주테크TOP2채권혼합50,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0216Z0,0216Z0,ACE K방산TOP5+,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
069500,069500,KODEX 200,partial,48,C,9,9,unknown,n/a,unknown,n/a,eligible,insufficient
069660,069660,KIWOOM 200,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
091160,091160,KODEX 반도체,partial,48,C,9,9,unknown,n/a,unknown,n/a,eligible,insufficient
091170,091170,KODEX 은행,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
091180,091180,KODEX 자동차,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
091220,091220,TIGER 은행,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
091230,091230,TIGER 반도체,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
099140,099140,KODEX 차이나H,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
100910,100910,KIWOOM KRX100,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
101280,101280,KODEX 일본TOPIX100,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
102110,102110,TIGER 200,partial,68,B,12,12,unknown,n/a,unknown,n/a,eligible,insufficient
102780,102780,KODEX 삼성그룹,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
102960,102960,KODEX 기계장비,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
102970,102970,KODEX 증권,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
104520,104520,KIWOOM 블루칩,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
104530,104530,KIWOOM 코리아고배당,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
105010,105010,TIGER 라틴35,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
105190,105190,ACE 200,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
105780,105780,RISE 5대그룹주,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
108450,108450,ACE 삼성그룹섹터가중,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
108590,108590,TREX 200,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
114100,114100,RISE 국고채3년,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
114260,114260,KODEX 국고채3년,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
114460,114460,ACE 국고채3년,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
114470,114470,KIWOOM 국고채3년,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
114800,114800,KODEX 인버스,partial,48,C,9,9,unknown,n/a,unknown,n/a,eligible,insufficient
114820,114820,TIGER 국채3년,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
117460,117460,KODEX 에너지화학,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
117680,117680,KODEX 철강,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
117690,117690,TIGER 차이나항셍30,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
117700,117700,KODEX 건설,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
122090,122090,PLUS 코스피50,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
122260,122260,KIWOOM 통안채1년,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
122630,122630,KODEX 레버리지,partial,48,C,9,9,unknown,n/a,unknown,n/a,eligible,insufficient
123310,123310,TIGER 인버스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
123320,123320,TIGER 레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
130680,130680,TIGER 원유선물Enhanced(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
130730,130730,KIWOOM 단기자금,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
131890,131890,ACE 삼성그룹동일가중,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
132030,132030,KODEX 골드선물(H),partial,33,C,9,9,unknown,n/a,unknown,n/a,eligible,insufficient
133690,133690,TIGER 미국나스닥100,partial,68,B,12,12,unknown,n/a,unknown,n/a,eligible,insufficient
136340,136340,RISE 중기우량회사채,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
137610,137610,TIGER 농산물선물Enhanced(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
138230,138230,KIWOOM 미국달러선물,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
138520,138520,TIGER 삼성그룹,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
138530,138530,TIGER LG그룹플러스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
138540,138540,TIGER 현대차그룹플러스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
138910,138910,KODEX 구리선물(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
138920,138920,KODEX 콩선물(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
139220,139220,TIGER 200 건설,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
139230,139230,TIGER 200 중공업,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
139240,139240,TIGER 200 철강소재,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
139250,139250,TIGER 200 에너지화학,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
139260,139260,TIGER 200 IT,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
139270,139270,TIGER 200 금융,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
139280,139280,TIGER 경기방어,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
139290,139290,TIGER 200 경기소비재,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
139320,139320,TIGER 금은선물(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
139660,139660,KIWOOM 미국달러선물인버스,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
140570,140570,RISE 수출주,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
140580,140580,RISE 우량업종대표주,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
140700,140700,KODEX 보험,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
140710,140710,KODEX 운송,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
140950,140950,파워 코스피100,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
143850,143850,TIGER 미국S&P500선물(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
143860,143860,TIGER 헬스케어,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
144600,144600,KODEX 은선물(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
145670,145670,ACE 인버스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
145850,145850,TREX 펀더멘탈 200,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
147970,147970,TIGER 모멘텀,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
148020,148020,RISE 200,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
148070,148070,KIWOOM 국고채10년,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
150460,150460,TIGER 중국소비테마,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
152100,152100,PLUS 200,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
152380,152380,KODEX 국채선물10년,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
